country,region,basin_name,operator_company,hydrocarbon_type,reservoir_status,reservoir_period,lithology,basin_location_inferred,basin_location_external,tectonic_regime_basement-i,tectonic_regime_compression,tectonic_regime_diapir,tectonic_regime_erosion,tectonic_regime_evaporite,tectonic_regime_extension,tectonic_regime_gravity,tectonic_regime_inversion,tectonic_regime_linked,tectonic_regime_reactivation,tectonic_regime_shale,tectonic_regime_strike-slip,tectonic_regime_synsedimentation,tectonic_regime_transpression,tectonic_regime_transtension,tectonic_regime_uplift,structural_setting_backarc,structural_setting_delta,structural_setting_forearc,structural_setting_foreland,structural_setting_intracratonic,structural_setting_inversion,structural_setting_passive-margin,structural_setting_rift,structural_setting_salt,structural_setting_sub-salt,structural_setting_sub-thrust,structural_setting_thrust,structural_setting_wrench,depth,thickness_gross_average_ft,thickness_net_pay_average_ft,porosity,permeability,is_in_water,is_on_island,is_in_gulf,is_in_strait,is_in_delta,is_in_bay,ref_onshore,ref_offshore,ref_lake,onshore_offshore
usa,north america,gulf of mexico northern onshore,numerous,gas,plateau production,jurassic,sandstone,onshore,onshore,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8200,1500.0,150.0,7.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,onshore
norway,europe,mid-norway shelf,shell,oil,declining production,jurassic,sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4416,100.0,66.0,20.0,6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
russia,former soviet union,siberian western,yuganskneftegas /sibneft /surgutneftegas,oil,continuing development,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7677,1300.0,140.0,19.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
china,far east,bohai,cnooc,oil,plateau production,paleogene,sandstone,onshore-offshore,onshore-offshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4259,980.0,160.0,32.0,2600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,permian,exxonmobil,oil,nearly depleted,permian,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4250,237.0,150.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
oman,middle east,south oman salt,pdo,oil,unknown,carboniferous-permian,sandstone,onshore,onshore,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2973,250.0,100.0,25.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,north slope,conocophillips,oil,declining production,cretaceous,low-resistivity sandstone,onshore,onshore-offshore,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5620,35.0,20.0,24.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,arkoma,bp,gas,mature production,cambrian-ordovician,dolomite,onshore,onshore,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12860,2250.0,250.0,1.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
uk,europe,north sea northern,dno,oil,nearly depleted,jurassic,sandstone,offshore,offshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7970,475.0,380.0,24.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
australia,far east,gippsland,exxonmobil /bhp billiton,oil,mature production,paleogene,sandstone,offshore,onshore-offshore,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7175,505.0,120.0,20.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
uae,middle east,rub al khali,adma /zadco,oil,plateau production,cretaceous,limestone,onshore-offshore,onshore-offshore,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7085,537.0,110.0,23.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
russia,former soviet union,siberian western,surgutneftegas,oil,declining production,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7841,75.0,24.0,20.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
egypt,africa,abu gharadig,bapetco,oil,mature production,cretaceous,low-resistivity sandstone,onshore,onshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11175,115.0,46.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
egypt,africa,nile delta,ieoc,gas-condensate,developing,neogene,sandstone,onshore-offshore,onshore-offshore,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12390,328.0,131.0,24.5,390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
qatar,middle east,rub al khali,qatar petroleum,oil,declining production,jurassic,limestone,onshore-offshore,onshore-offshore,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7270,240.0,140.0,23.0,200.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,powder river,devon energy,oil,declining production,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7863,40.0,15.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
australia,far east,carnarvon,bhp billiton,oil,developing,cretaceous,sandstone,offshore,onshore-offshore,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8100,115.0,40.0,15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
india,far east,cambay,ongc,oil,rejuvenating,paleogene,sandstone,onshore,onshore-offshore,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2906,148.0,66.0,28.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,greater green river,whiting oil and gas,oil,mature production,cretaceous,sandstone,onshore,onshore,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13250,250.0,23.0,14.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,williston,apache,oil,second plateau prodution,carboniferous,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4400,64.0,32.0,20.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
iraq,middle east,zagros,inoc,oil,rejuvenating,paleogene-neogene,limestone,onshore,onshore,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2450,900.0,285.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
china,far east,bohai,petrochina,oil,declining production,paleogene,sandstone,onshore-offshore,onshore-offshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2310,525.0,127.0,25.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,western canada,hudsons bay oil and gas,oil,nearly depleted,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5400,300.0,2.12,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
india,far east,cambay,ongc,oil,second plateau prodution,paleogene,sandstone,onshore,onshore-offshore,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3939,410.0,20.0,28.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,paradox,cochrane resources /pioneer,oil,nearly depleted,carboniferous,dolomite,onshore,onshore,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5430,60.0,50.0,11.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
norway,europe,north sea northern,statoilhydro,oil,declining production,jurassic,sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8447,427.0,279.0,18.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
uk,europe,north sea central,talisman,oil,nearly depleted,cretaceous,thinly-bedded sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7523,400.0,98.0,20.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
russia,former soviet union,siberian eastern,yakutgasprom,gas,undeveloped,triassic,sandstone,onshore,onshore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8200,1640.0,123.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
uk,europe,north sea northern,cnr,oil,mature production,jurassic,sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8480,300.0,200.0,20.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
canada,north america,western canada,encana,oil,declining production,cretaceous,sandstone,onshore,onshore,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3347,62.5,18.0,26.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,gulf of mexico northern onshore,chevron,gas-condensate,declining production,jurassic,sandstone,onshore,onshore,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18050,350.0,200.0,10.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,onshore
usa,north america,anadarko,louis dreyfus natural gas,gas,mature production,devonian,dolomite,onshore,onshore,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8275,250.0,38.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
australia,far east,gippsland,exxonmobil /bhp billiton,oil,declining production,cretaceous,sandstone,offshore,onshore-offshore,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7677,138.0,125.0,20.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,powder river,nielson and associates inc,oil,nearly depleted,permian,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11290,140.0,30.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,williston,shell,oil,nearly depleted,ordovician,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8750,500.0,40.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
china,far east,junggar (zhungeer),petrochina,oil,declining production,triassic,conglomerate,onshore,onshore,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6100,750.0,43.0,18.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,williston,numerous,gas,unknown,cretaceous,siltstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,984,250.0,20.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
norway,europe,north sea northern,statoilhydro,oil,declining production,jurassic,sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6348,123.0,82.0,27.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,gulf of mexico northern onshore,exxonmobil and others,gas-condensate,nearly depleted,paleogene,sandstone,onshore,onshore,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6270,1350.0,335.0,28.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,onshore
uae,middle east,rub al khali,adma /zadco,oil,plateau production,cretaceous,limestone,onshore-offshore,onshore-offshore,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7850,147.0,90.0,25.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
russia,former soviet union,siberian western,tnk-bp,oil,declining production,jurassic,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8399,110.0,66.0,15.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
france,europe,paris,essorep,oil,nearly depleted,triassic,sandstone,onshore,onshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7356,217.0,82.0,13.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,san joaquin,chevron /pxp,oil,declining production,neogene,sandstone,onshore,onshore,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,600.0,200.0,35.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
china,far east,bohai,petrochina,oil,nearly depleted,proterozoic,dolomite,onshore-offshore,onshore-offshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9327,1306.0,177.0,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,western canada,shell /encana,gas,declining production,carboniferous,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9870,800.0,118.0,6.3,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
uae,middle east,rub al khali,adco,oil,second plateau prodution,cretaceous,limestone,onshore-offshore,onshore-offshore,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7650,420.0,290.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
malaysia,far east,sabah,petronas,oil,declining production,neogene,sandstone,offshore,offshore,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1180,6739.0,500.0,23.0,250.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
brazil,latin america,campos,petrobras,oil,plateau production,paleogene-neogene,sandstone,offshore,onshore-offshore,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5543,150.0,150.0,28.5,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
china,far east,bohai,petrochina,oil,mature production,mesozoic,volcanics,onshore-offshore,onshore-offshore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9843,492.0,194.0,12.7,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,jeanne d arc,husky energy,oil,developing,cretaceous,sandstone,offshore,offshore,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8842,984.0,328.0,15.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
saudi arabia,middle east,the gulf,saudi aramco,oil,declining production,jurassic,limestone,onshore-offshore,onshore-offshore,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7500,270.0,190.0,17.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
egypt,africa,gulf of suez,gupco,oil,mature production,paleozoic,sandstone,offshore,onshore-offshore,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10700,1300.0,750.0,15.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
malaysia,far east,sabah,petronas,oil,declining production,neogene,sandstone,offshore,offshore,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6615,375.0,175.0,20.0,185.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
uk /norway,europe,north sea northern,statoilhydro,oil,declining production,jurassic,sandstone,offshore,offshore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7267,700.0,490.0,27.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,permian,chevron,oil,mature production,permian,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4680,400.0,50.0,10.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
egypt,africa,gulf of suez,gupco,oil,plateau production,neogene,sandstone,offshore,onshore-offshore,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5025,285.0,117.0,24.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
indonesia,far east,tarakan,pertamina,gas,nearly depleted,neogene,thinly-bedded sandstone,onshore,onshore-offshore,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1115,8200.0,390.0,25.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
unknown,unknown,kutai,chevron,oil,declining production,neogene,sandstone,offshore,onshore-offshore,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,490,4800.0,400.0,25.0,500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,offshore
russia,former soviet union,north sakhalin,exxonmobil /smng,oil,developing,neogene,sandstone,offshore,offshore,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3520,2460.0,220.0,20.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offshore
usa,north america,cherokee,occidental,oil,abandoned,permian,sandstone,onshore,onshore,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,40.0,18.0,28.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,williston,amerada hess,oil,mature production,triassic,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3275,43.0,15.5,14.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,permian,exxonmobil,oil,nearly depleted,permian,dolomite,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4185,350.0,40.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
papua new guinea,far east,papuan ftb,oil search ltd,gas-condensate,continuing development,jurassic-cretaceous,sandstone,onshore,onshore-offshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9905,490.0,240.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
canada,north america,sverdrup,panarctic oils,gas,undeveloped,jurassic,sandstone,onshore,onshore,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3390,100.0,71.0,20.0,566.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,uinta,numerous,oil,mature production,paleogene,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15250,8000.0,575.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,powder river,samuel gary,oil,nearly depleted,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4300,45.0,23.0,28.5,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
usa,north america,powder river,matrix production and others,oil,mature production,cretaceous,sandstone,onshore,onshore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6367,110.0,17.0,14.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,onshore
